"","source","rise1.3","rise2.3","Location","SubjectPool","Setting","Pencil","tempt","lkl"
"6652","yale",2,NA,"Yale University, New Haven, CT","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,2
"6653","yale",3,NA,"Yale University, New Haven, CT","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,3
"6654","yale",NA,4,"Yale University, New Haven, CT","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,4
"6655","mcdanielonline",NA,3,"Department of Psychology, McDaniel College, Westminster, MD 21157","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,3
"6656","yale",1,NA,"Yale University, New Haven, CT","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1
"6657","yale",NA,1,"Yale University, New Haven, CT","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,1
"6658","yale",7,NA,"Yale University, New Haven, CT","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,7
"6659","yale",8,NA,"Yale University, New Haven, CT","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,8
"6660","yale",NA,2,"Yale University, New Haven, CT","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,2
"6661","yale",NA,2,"Yale University, New Haven, CT","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,2
"6662","mcdanielonline",NA,3,"Department of Psychology, McDaniel College, Westminster, MD 21157","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,3
"6663","mcdanielonline",NA,4,"Department of Psychology, McDaniel College, Westminster, MD 21157","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,4
"6664","mcdanielonline",5,NA,"Department of Psychology, McDaniel College, Westminster, MD 21157","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,5
"6665","mcdanielonline",NA,2,"Department of Psychology, McDaniel College, Westminster, MD 21157","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,2
"6666","yale",3,NA,"Yale University, New Haven, CT","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,3
"6667","yale",4,NA,"Yale University, New Haven, CT","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,4
"6668","yale",NA,4,"Yale University, New Haven, CT","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,4
"6669","yale",7,NA,"Yale University, New Haven, CT","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,7
"6670","mcdanielonline",NA,5,"Department of Psychology, McDaniel College, Westminster, MD 21157","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,5
"6671","mcdanielonline",NA,4,"Department of Psychology, McDaniel College, Westminster, MD 21157","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,4
"6672","yale",NA,1,"Yale University, New Haven, CT","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,1
"6673","yale",1,NA,"Yale University, New Haven, CT","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1
"6674","mcdanielonline",NA,8,"Department of Psychology, McDaniel College, Westminster, MD 21157","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,8
"6675","mcdanielonline",NA,2,"Department of Psychology, McDaniel College, Westminster, MD 21157","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,2
"6676","yale",NA,3,"Yale University, New Haven, CT","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,3
"6677","yale",1,NA,"Yale University, New Haven, CT","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1
"6678","yale",NA,4,"Yale University, New Haven, CT","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,4
"6679","mcdanielonline",NA,4,"Department of Psychology, McDaniel College, Westminster, MD 21157","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,4
"6680","yale",1,NA,"Yale University, New Haven, CT","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1
"6681","yale",NA,3,"Yale University, New Haven, CT","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,3
"6682","yale",NA,2,"Yale University, New Haven, CT","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,2
"6683","mcdanielonline",NA,6,"Department of Psychology, McDaniel College, Westminster, MD 21157","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,6
"6684","yale",1,NA,"Yale University, New Haven, CT","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1
"6685","yale",NA,4,"Yale University, New Haven, CT","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,4
"6686","yale",2,NA,"Yale University, New Haven, CT","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,2
"6687","yale",NA,1,"Yale University, New Haven, CT","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,1
"6688","yale",NA,1,"Yale University, New Haven, CT","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,1
"6689","yale",3,NA,"Yale University, New Haven, CT","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,3
"6690","loyola",NA,4,"Department of Psychology, Loyola University Chicago, Chicago, IL 60626","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,4
"6691","loyola",6,NA,"Department of Psychology, Loyola University Chicago, Chicago, IL 60626","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,6
"6692","yale",9,NA,"Yale University, New Haven, CT","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,9
"6693","yale",NA,1,"Yale University, New Haven, CT","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,1
"6694","yale",NA,5,"Yale University, New Haven, CT","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,5
"6695","yale",NA,3,"Yale University, New Haven, CT","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,3
"6696","yale",NA,3,"Yale University, New Haven, CT","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,3
"6697","yale",NA,7,"Yale University, New Haven, CT","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,7
"6698","yale",3,NA,"Yale University, New Haven, CT","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,3
"6699","yale",NA,1,"Yale University, New Haven, CT","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,1
"6700","tamucc",NA,7,"Department of Psychology, Counseling, and Special Education, Texas A&M University-Commerce, Commerce, TX 75429","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,7
"6701","simmons",NA,2,"Simmons College, Boston, MA","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,2
"6702","yale",NA,3,"Yale University, New Haven, CT","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,3
"6703","yale",NA,2,"Yale University, New Haven, CT","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,2
"6704","tamucc",NA,7,"Department of Psychology, Counseling, and Special Education, Texas A&M University-Commerce, Commerce, TX 75429","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,7
"6705","simmons",NA,8,"Simmons College, Boston, MA","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,8
"6706","tamucc",NA,6,"Department of Psychology, Counseling, and Special Education, Texas A&M University-Commerce, Commerce, TX 75429","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,6
"6707","tamucc",5,NA,"Department of Psychology, Counseling, and Special Education, Texas A&M University-Commerce, Commerce, TX 75429","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,5
"6708","tamucc",5,NA,"Department of Psychology, Counseling, and Special Education, Texas A&M University-Commerce, Commerce, TX 75429","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,5
"6709","tamucc",2,NA,"Department of Psychology, Counseling, and Special Education, Texas A&M University-Commerce, Commerce, TX 75429","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,2
"6710","simmons",NA,1,"Simmons College, Boston, MA","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,1
"6711","tamucc",7,NA,"Department of Psychology, Counseling, and Special Education, Texas A&M University-Commerce, Commerce, TX 75429","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,7
"6712","simmons",4,NA,"Simmons College, Boston, MA","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,4
"6713","tamucc",NA,3,"Department of Psychology, Counseling, and Special Education, Texas A&M University-Commerce, Commerce, TX 75429","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,3
"6714","yale",3,NA,"Yale University, New Haven, CT","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,3
"6715","tamucc",NA,4,"Department of Psychology, Counseling, and Special Education, Texas A&M University-Commerce, Commerce, TX 75429","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,4
"6716","yale",NA,2,"Yale University, New Haven, CT","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,2
"6717","yale",5,NA,"Yale University, New Haven, CT","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,5
"6718","yale",NA,2,"Yale University, New Haven, CT","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,2
"6719","armstrong",2,NA,"Armstrong Atlantic State University, Savannah, GA","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,2
"6720","armstrong",NA,4,"Armstrong Atlantic State University, Savannah, GA","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,4
"6721","armstrong",NA,2,"Armstrong Atlantic State University, Savannah, GA","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,2
"6722","yale",NA,3,"Yale University, New Haven, CT","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,3
"6723","yale",3,NA,"Yale University, New Haven, CT","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,3
"6724","yale",NA,3,"Yale University, New Haven, CT","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,3
"6725","yale",NA,4,"Yale University, New Haven, CT","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,4
"6726","yale",NA,2,"Yale University, New Haven, CT","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,2
"6727","yale",1,NA,"Yale University, New Haven, CT","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1
"6728","yale",3,NA,"Yale University, New Haven, CT","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,3
"6729","yale",7,NA,"Yale University, New Haven, CT","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,7
"6730","tamucc",4,NA,"Department of Psychology, Counseling, and Special Education, Texas A&M University-Commerce, Commerce, TX 75429","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,4
"6731","simmons",3,NA,"Simmons College, Boston, MA","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,3
"6732","simmons",NA,3,"Simmons College, Boston, MA","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,3
"6733","simmons",3,NA,"Simmons College, Boston, MA","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,3
"6734","simmons",NA,10,"Simmons College, Boston, MA","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,10
"6735","tamucc",NA,8,"Department of Psychology, Counseling, and Special Education, Texas A&M University-Commerce, Commerce, TX 75429","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,8
"6736","simmons",2,NA,"Simmons College, Boston, MA","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,2
"6737","simmons",5,NA,"Simmons College, Boston, MA","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,5
"6738","simmons",1,NA,"Simmons College, Boston, MA","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1
"6739","simmons",NA,8,"Simmons College, Boston, MA","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,8
"6740","vcu",3,NA,"Department of Psychology, Virginia Commonwealth University, Richmond, VA 23284","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,3
"6741","vcu",NA,2,"Department of Psychology, Virginia Commonwealth University, Richmond, VA 23284","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,2
"6742","vcu",1,NA,"Department of Psychology, Virginia Commonwealth University, Richmond, VA 23284","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1
"6743","yale",2,NA,"Yale University, New Haven, CT","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,2
"6744","loyola",2,NA,"Department of Psychology, Loyola University Chicago, Chicago, IL 60626","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,2
"6745","loyola",NA,10,"Department of Psychology, Loyola University Chicago, Chicago, IL 60626","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,10
"6746","simmons",NA,6,"Simmons College, Boston, MA","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,6
"6747","loyola",3,NA,"Department of Psychology, Loyola University Chicago, Chicago, IL 60626","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,3
"6748","yale",1,NA,"Yale University, New Haven, CT","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1
"6749","yale",NA,1,"Yale University, New Haven, CT","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,1
"6750","loyola",3,NA,"Department of Psychology, Loyola University Chicago, Chicago, IL 60626","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,3
"6751","armstrong",9,NA,"Armstrong Atlantic State University, Savannah, GA","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,9
"6752","yale",NA,3,"Yale University, New Haven, CT","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,3
"6753","mcdanielonline",NA,5,"Department of Psychology, McDaniel College, Westminster, MD 21157","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,5
"6754","tamucc",NA,3,"Department of Psychology, Counseling, and Special Education, Texas A&M University-Commerce, Commerce, TX 75429","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,3
"6755","armstrong",3,NA,"Armstrong Atlantic State University, Savannah, GA","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,3
"6756","tamucc",NA,5,"Department of Psychology, Counseling, and Special Education, Texas A&M University-Commerce, Commerce, TX 75429","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,5
"6757","yale",NA,6,"Yale University, New Haven, CT","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,6
"6758","yale",NA,1,"Yale University, New Haven, CT","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,1
"6759","loyola",1,NA,"Department of Psychology, Loyola University Chicago, Chicago, IL 60626","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1
"6760","vcu",NA,3,"Department of Psychology, Virginia Commonwealth University, Richmond, VA 23284","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,3
"6761","vcu",NA,7,"Department of Psychology, Virginia Commonwealth University, Richmond, VA 23284","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,7
"6762","vcu",NA,5,"Department of Psychology, Virginia Commonwealth University, Richmond, VA 23284","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,5
"6763","yale",4,NA,"Yale University, New Haven, CT","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,4
"6764","yale",3,NA,"Yale University, New Haven, CT","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,3
"6765","mcdanielonline",NA,2,"Department of Psychology, McDaniel College, Westminster, MD 21157","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,2
"6766","mcdanielonline",NA,3,"Department of Psychology, McDaniel College, Westminster, MD 21157","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,3
"6767","yale",8,NA,"Yale University, New Haven, CT","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,8
"6768","tamucc",NA,5,"Department of Psychology, Counseling, and Special Education, Texas A&M University-Commerce, Commerce, TX 75429","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,5
"6769","tamucc",NA,7,"Department of Psychology, Counseling, and Special Education, Texas A&M University-Commerce, Commerce, TX 75429","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,7
"6770","tamucc",3,NA,"Department of Psychology, Counseling, and Special Education, Texas A&M University-Commerce, Commerce, TX 75429","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,3
"6771","tamucc",2,NA,"Department of Psychology, Counseling, and Special Education, Texas A&M University-Commerce, Commerce, TX 75429","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,2
"6772","tamucc",6,NA,"Department of Psychology, Counseling, and Special Education, Texas A&M University-Commerce, Commerce, TX 75429","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,6
"6773","tamucc",5,NA,"Department of Psychology, Counseling, and Special Education, Texas A&M University-Commerce, Commerce, TX 75429","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,5
"6774","yale",NA,2,"Yale University, New Haven, CT","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,2
"6775","tamucc",NA,5,"Department of Psychology, Counseling, and Special Education, Texas A&M University-Commerce, Commerce, TX 75429","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,5
"6776","tamucc",6,NA,"Department of Psychology, Counseling, and Special Education, Texas A&M University-Commerce, Commerce, TX 75429","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,6
"6777","tamucc",4,NA,"Department of Psychology, Counseling, and Special Education, Texas A&M University-Commerce, Commerce, TX 75429","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,4
"6778","tamucc",NA,4,"Department of Psychology, Counseling, and Special Education, Texas A&M University-Commerce, Commerce, TX 75429","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,4
"6779","tamucc",NA,4,"Department of Psychology, Counseling, and Special Education, Texas A&M University-Commerce, Commerce, TX 75429","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,4
"6780","tamucc",4,NA,"Department of Psychology, Counseling, and Special Education, Texas A&M University-Commerce, Commerce, TX 75429","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,4
"6781","tamucc",2,NA,"Department of Psychology, Counseling, and Special Education, Texas A&M University-Commerce, Commerce, TX 75429","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,2
"6782","simmons",3,NA,"Simmons College, Boston, MA","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,3
"6783","tamucc",7,NA,"Department of Psychology, Counseling, and Special Education, Texas A&M University-Commerce, Commerce, TX 75429","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,7
"6784","tamucc",1,NA,"Department of Psychology, Counseling, and Special Education, Texas A&M University-Commerce, Commerce, TX 75429","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1
"6785","tamucc",NA,6,"Department of Psychology, Counseling, and Special Education, Texas A&M University-Commerce, Commerce, TX 75429","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,6
"6786","tamucc",5,NA,"Department of Psychology, Counseling, and Special Education, Texas A&M University-Commerce, Commerce, TX 75429","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,5
"6787","umich",2,NA,"University of Michigan","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,2
"6788","yale",NA,4,"Yale University, New Haven, CT","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,4
"6789","yale",NA,5,"Yale University, New Haven, CT","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,5
"6790","loyola",2,NA,"Department of Psychology, Loyola University Chicago, Chicago, IL 60626","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,2
"6791","loyola",NA,7,"Department of Psychology, Loyola University Chicago, Chicago, IL 60626","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,7
"6792","loyola",NA,7,"Department of Psychology, Loyola University Chicago, Chicago, IL 60626","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,7
"6793","loyola",9,NA,"Department of Psychology, Loyola University Chicago, Chicago, IL 60626","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,9
"6794","loyola",6,NA,"Department of Psychology, Loyola University Chicago, Chicago, IL 60626","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,6
"6795","loyola",1,NA,"Department of Psychology, Loyola University Chicago, Chicago, IL 60626","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1
"6796","loyola",3,NA,"Department of Psychology, Loyola University Chicago, Chicago, IL 60626","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,3
"6797","loyola",7,NA,"Department of Psychology, Loyola University Chicago, Chicago, IL 60626","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,7
"6798","vcu",2,NA,"Department of Psychology, Virginia Commonwealth University, Richmond, VA 23284","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,2
"6799","vcu",5,NA,"Department of Psychology, Virginia Commonwealth University, Richmond, VA 23284","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,5
"6800","vcu",3,NA,"Department of Psychology, Virginia Commonwealth University, Richmond, VA 23284","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,3
"6801","vcu",NA,6,"Department of Psychology, Virginia Commonwealth University, Richmond, VA 23284","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,6
"6802","tamucc",10,NA,"Department of Psychology, Counseling, and Special Education, Texas A&M University-Commerce, Commerce, TX 75429","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,10
"6803","tamucc",NA,5,"Department of Psychology, Counseling, and Special Education, Texas A&M University-Commerce, Commerce, TX 75429","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,5
"6804","tamucc",NA,5,"Department of Psychology, Counseling, and Special Education, Texas A&M University-Commerce, Commerce, TX 75429","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,5
"6805","tamucc",NA,4,"Department of Psychology, Counseling, and Special Education, Texas A&M University-Commerce, Commerce, TX 75429","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,4
"6806","tamucc",NA,5,"Department of Psychology, Counseling, and Special Education, Texas A&M University-Commerce, Commerce, TX 75429","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,5
"6807","armstrong",NA,5,"Armstrong Atlantic State University, Savannah, GA","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,5
"6808","armstrong",2,NA,"Armstrong Atlantic State University, Savannah, GA","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,2
"6809","loyola",4,NA,"Department of Psychology, Loyola University Chicago, Chicago, IL 60626","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,4
"6810","simmons",NA,3,"Simmons College, Boston, MA","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,3
"6811","armstrong",NA,5,"Armstrong Atlantic State University, Savannah, GA","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,5
"6812","loyola",10,NA,"Department of Psychology, Loyola University Chicago, Chicago, IL 60626","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,10
"6813","loyola",3,NA,"Department of Psychology, Loyola University Chicago, Chicago, IL 60626","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,3
"6814","loyola",NA,3,"Department of Psychology, Loyola University Chicago, Chicago, IL 60626","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,3
"6815","vcu",NA,10,"Department of Psychology, Virginia Commonwealth University, Richmond, VA 23284","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,10
"6816","vcu",NA,2,"Department of Psychology, Virginia Commonwealth University, Richmond, VA 23284","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,2
"6817","loyola",NA,10,"Department of Psychology, Loyola University Chicago, Chicago, IL 60626","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,10
"6818","vcu",8,NA,"Department of Psychology, Virginia Commonwealth University, Richmond, VA 23284","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,8
"6819","vcu",2,NA,"Department of Psychology, Virginia Commonwealth University, Richmond, VA 23284","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,2
"6820","vcu",NA,8,"Department of Psychology, Virginia Commonwealth University, Richmond, VA 23284","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,8
"6821","loyola",1,NA,"Department of Psychology, Loyola University Chicago, Chicago, IL 60626","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1
"6822","loyola",NA,5,"Department of Psychology, Loyola University Chicago, Chicago, IL 60626","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,5
"6823","mcdanielonline",NA,6,"Department of Psychology, McDaniel College, Westminster, MD 21157","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,6
"6824","loyola",3,NA,"Department of Psychology, Loyola University Chicago, Chicago, IL 60626","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,3
